// Reference=MNI
// Binder J R, 1996: Words > Tones - Passive
// Binder J R, 1996: Words > Tones - Active
// Binder J R, 1996: Tones > Words - Passive
// Binder J R, 1996: Tones > Words - Active
// Subjects=12
-58.73	-12.05	-4.61
-47.11	34.97	-3.11
-55.59	-12.72	-13.51
-47.89	19.3	28.32
-59.79	-36.09	-12.62
-46.48	-74.88	35.09
-46.96	-37.07	-12.69
-48.81	-35.14	26.2
-57.43	-30.51	18.11

// Buckner R L, 1998: Recognition - Fixation, Increases
// Buckner R L, 1998: Recognition - Fixation, Decreases
// Subjects=26
34.55	-90.63	3.14
20.66	-97.31	0.51
-11.46	-94.85	-6.02
34.48	-80.31	-1.07
-28.51	-94.43	0.83
-35.17	-55.32	-15.75
-34.91	-83.39	6.67
20.63	-83.31	2.68
-32.01	-42.61	-16.85
14.34	-96.32	13.88
17.3	-78.01	-11.11
-17.93	-87.74	-9.89
23.97	-99.44	14.03
40.8	-68.1	-8.86
41.16	-9.4	62.04
-31.99	-48.96	-16.32
-28.39	-99.75	14.66
-34.74	-.34	62.16
-28.29	-74.6	37.08
1.51	-85.57	16.47
37.87	-.42	54.64
50.55	14.66	42.08
37.93	3.52	64.34
11.08	-72.82	15.29
34.72	-71.31	32.74
-38.2	10.19	33.43
-4.96	14.93	50.5
1.58	3.05	61.46
11.1	15.28	53.63
44.04	13.6	28.86
34.18	28.57	3.18
14.22	22.1	45.21
-31.44	-64.08	49.62
38.05	-63.41	52.11
50.36	40.07	26.56
-25.06	-53.47	48.66
-28.87	21.59	1.14
28.37	-53.15	48.02
-25.15	-51.06	38.42
41.21	-52.81	51.19
10.85	-13.61	10.33
40.48	64.82	3.41
10.75	-14.64	-2.96
-52.16	27.02	32.18
-31.92	-75.65	-17.43
27.98	-74.78	-11.5
-11.56	-81.61	-13.82
-21.21	-81.93	-17.03
-5.22	-69.14	-18.28
7.54	-76.27	-28.98
7.65	-68.55	-11.79
1.23	-60.93	-9.01
1.12	-52.19	-19.78
7.38	58.28	4.34
7.92	-48.21	31.11
4.27	38.42	9.39
13.76	51.46	-1.85
-1.54	-49.9	51.43
1.55	-47.73	37.83
61.29	-55.09	19.92
4.75	-17.08	48.61
64.31	-6.43	15.81
1.58	-26.61	49.45
4.21	48.74	5.18
47.52	-71.49	29.26
-41.22	-75.79	22.84
61.41	-37.34	42.97
-5.47	51.34	-1.62
-58.53	-26.46	15.55
-5.47	51.34	-1.62
-21.02	25.41	49.8
43.91	-14.18	-0.04
-55.41	-10.83	10.86
-38.38	-14.67	0.95
-1.45	-45.61	65.57
-8.49	66.41	28.38
24.17	-73.26	49.75
-35.28	0.69	-7.07
-2.07	55.62	25.86
67.45	-20.3	1.32
-17.47	-39.1	68.55
-44.63	-22.94	18.44
-55.42	-1.06	13.39
64.47	-11.4	34.06

// Bush G, 1998: Interference - Neutral
// Subjects=9
47.2	32.91	30.55
-47.94	22.05	22.51
14.15	13.67	32.54
-58.6	-.82	16.75
-41.34	-2.26	37.86
47.17	-49.83	-7.12
-28.25	-65.37	46.35

// Owen A M, 1998: Spatial Working Memory vs. Control
// Owen A M, 1998: Nonspatial Working Memory vs. Control
// Subjects=6
50.73	-32.92	46.06
34.73	-39.36	46.79
24.03	-56.06	38.27
14.53	-61.43	52.22
23.89	1.81	43.46
44.14	14.62	42.15
7.62	36.64	27.34
-37.94	-39.8	47.66
-61.83	-43.88	-3.02
-38.18	10.45	36.76
-17.63	9.79	67.8
1.51	15.48	57.07
33.81	13.8	-50.22
61	-33.88	-8.62
50.54	-38.23	18.63
23.89	1.81	43.46
44.15	18.05	45.21
-32.45	16.58	-49.69
-35.24	-51.6	-22.75
-58.7	-51.23	-15.83
-41.38	10.43	36.8
-4.92	12.01	54.09

// Rao S M, 1997: Synchronization-300 vs. Rest
// Rao S M, 1997: Continuation-300 vs. Rest
// Rao S M, 1997: Listening-300 vs. Rest
// Rao S M, 1997: Discrimination-300 vs. Rest
// Rao S M, 1997: Synchronization-600 vs. Rest
// Rao S M, 1997: Continuation-600 vs. Rest
// Rao S M, 1997: Listening-600 vs. Rest
// Rao S M, 1997: Discrimination-600 vs. Rest
// Subjects=13
-36.85	-18.76	58.15
16.09	-55.35	-20.8
69.64	-13.17	10.73
-35.77	-19.72	59.33
17.16	-56.41	-20.72
0.47	1.56	56.02
-28.75	-10.13	3.8
-11.61	-19.46	5.5
65.42	-17	16.68
60.94	12.7	1.97
65.36	-14.34	9.77
-57.54	-20.62	8.36
63.27	-23.7	12.81
-59.67	-22.83	7.45
0.39	12.85	50.61
-34.69	-20.69	60.52
17.16	-54.21	-19.79
66.46	-16.19	13.25
-35.77	-19.64	60.44
17.18	-56.23	-18.51
-1.63	-3.57	58.7
-26.62	-6.86	4.62
-14.83	-20.79	2.31
66.47	-16.1	14.36
53.47	9.48	2.33
66.45	-17.42	11.13
66.46	-16.19	13.25
-60.72	-23.72	9.77
-1.74	12.83	50.64

// Rao S M, 1997: Conceptual Reasoning minus Control
// Subjects=11
-26.1	-59.73	50.31
33.76	-63.6	49.95
3.46	21.27	35.37
35.6	16.86	44.29
52.53	-55.08	-6.74
-42.39	11.11	45.67
41.67	48.51	12.57
41.63	21.76	-3.03
-44.62	-83.33	-5.49
19.68	-90.92	14.48
-25.68	-63.15	-35.28
19.28	-66.51	-27.71
-1.02	-59.94	-23.56
12.97	-5.05	10.7
15.08	7.91	12.94
16.07	-7.2	-3.65
-3.16	-21.58	-8.91
-1.2	-28.82	-33.98
3.32	-29.57	-2.74

// Rauch S L, 1997: Implicit Learning vs. Baseline
// Subjects=10
21.45	11.92	9.18
27.77	7.67	-5.03
4.25	40.37	7
-46.03	39.47	-.16
-39.36	19.18	26
-58.64	-1.25	11.21
-52.1	-22.9	19.64
-42.19	-49.51	46.29
-8.16	-70.74	16.46
-1.85	-58.61	7.56

// Rosen A C, 1999: Endogenous > Rest
// Rosen A C, 1999: Exogenous > Rest
// Rosen A C, 1999: Control > Rest
// Rosen A C, 1999: Rest > Endogenous
// Rosen A C, 1999: Rest > Exogenous
// Rosen A C, 1999: Rest > Control
// Subjects=13
-40.09	-15.78	55.71
48.45	5.13	42.9
-3.83	6.73	54.52
5.8	9.16	57.55
-49.9	-70.53	9.11
56.95	-52.46	13.06
34.76	-44.48	49.45
40.59	42.87	8.6
-36.31	-59.35	-26.55
27.8	-49.11	-23.69
-22.32	-5.52	7.8
24.65	0.85	3.38
-12.74	-73.93	-24.49
6.57	-71.99	-14.83
-39.01	-13.48	57.73
49.5	4.97	40.67
-3.84	5.51	52.39
5.79	9.08	56.44
-46.69	-71.57	9.16
52.69	-64.37	10.76
62.31	-35.79	21.64
-32.5	-51.94	55.31
-17.45	-63.05	61.64
28.35	-45.66	48.5
-34.19	-56.26	-27.95
24.6	-49.13	-23.65
-12.82	-18.72	-12.39
-35.78	-15.41	60.09
-3.83	3.48	53.68
4.73	6.96	56.63
-46.67	-68.14	12.22
52.7	-65.43	10.85
63.38	-35.79	21.62
-35.28	-55.29	-29.14
18.19	-46.88	-21.53
5.89	-70.17	36.32
10.34	-29.88	75.27
-.7	-90.67	5.77
4.67	-88.18	9.96
-4.95	-56.46	21.91
-57.57	-8.9	8.49
-.53	-74.69	33.43
5.86	-73.68	32.15
-.66	-88.04	12.24
6.01	-78.74	49.31
-1.54	-77.36	40.35
5.93	-77.4	39.16
11.43	-40.62	73.93
4.65	-88.35	7.75

// Haxby J V, 1999: Faces > Houses
// Haxby J V, 1999: Houses > Faces
// Subjects=6
-37	-81	-8
42	-79	-7
-39	-55	-23
39	-59	-16
-52	-61	4
43	-57	12
-21	-82	-14
24	-83	-11
-27	-52	-14
24	-55	-12
-23	-87	7
31	-86	14

// Ishai A, 1999: Houses > Faces and Chairs
// Ishai A, 1999: Chairs > Faces and Houses
// Ishai A, 1999: Faces > Houses and Chairs
// Subjects=12
-26.6	-60.47	-14.3
31.12	-60.04	-13.89
-25.54	-61.69	-16.44
31.1	-66.81	-18.9
-27.73	-54.56	-20.36
33.2	-51.82	-17.95
-42.58	-67.8	-11.28
52.53	-65.03	-11.48
-29.87	-60.12	-23.22
33.22	-64.77	-20.21
-43.65	-73.26	-13.04
52.59	-76.4	-7.19
-37.34	-58.93	-21
43.87	-55.19	-21.13
-40.58	-69.15	-29.03
44.96	-63.73	-21.54

// Kastner S, 1999: UNATT vs. Blank
// Kastner S, 1999: EXP vs. Blank
// Subjects=5
-6	-85	11
-13	-80	-12
-22	-79	-18
-30	-61	-11
-5	-86	8
-13	-82	-19
-29	-79	-25
-30	-65	-21
-27	-78	38
-18	-63	54
16	-61	57
-37	-32	59
38	-34	57
-41	1	49
35	-9	55
-1	-1	61
-30	33	30
32	32	39

// Petit L, 1998: Spatial Working Memory
// Petit L, 1998: Face Working Memory
// Subjects=12
0	-14	50
-1	9	50
0	-2	38
1	5	36
1	-14	50
0	8	50
1	-5	40
-1	16	33

// Gelnar P A, 1999: Motor vs. Rest
// Gelnar P A, 1999: Vibrotactile vs. Rest
// Gelnar P A, 1999: Thermal Painful vs. Rest
// Subjects=8
-2.77	-3.2	49.76
1.71	-3.24	76.48
-43.29	-9.11	59.64
-36.77	-23.36	67.46
-47.6	-24.96	47.64
-52.04	-17.9	29.26
-47.58	-31.31	48.17
-36.74	-29.7	67.99
14.38	-11.39	52.48
-56.31	-11.24	33.21
-54.02	-22.89	47.54
-47.79	-20.33	24.95
-54.01	-25	47.72
-40.97	-42.42	69.1
16.68	-5.26	76.48
-4.65	-15.97	77.62
-38.92	-19.14	67.13
-38.91	-23.37	67.48
-45.47	-22.84	47.44
-60.66	-7.72	24.04
-19.89	-25.48	38.45
-43.65	-8.48	12.76
-32.44	-33.74	70.51

// Canli T, 1998: Positive vs. Negative-Arousal Equal
// Canli T, 1998: Negative vs. Positive-Arousal Equal
// Canli T, 1998: Positive vs. Negative-Arousal Confounded
// Canli T, 1998: Negative vs. Positive-Arousal Confounded
// Subjects=14
-49.86	-5.31	40.44
-16.55	-1.03	65.35
-34.86	11.66	52.23
-62.1	0.56	-20.13
54.27	11.06	-32.38
38.49	22.43	5.88
-41.97	17.55	-36.28
-39.29	25.41	37.75
-21.15	39.44	38.59
12.88	37.93	16.02
61.03	13.64	14.16
8.38	21.33	-19.34
53.5	23.03	12.34
-12.9	34.29	-1.22
0.81	35.75	-24.92
51.02	-10.25	-46.17
18.72	-.82	64.93
-17.97	2.94	20.43
-56.63	-1.46	-5.52
36.41	8.67	7.05
65.19	-.65	-5.88
-7.52	8.26	-8.02
42.44	14.62	-40.35
32.96	2.82	-26.99
21.56	33.9	31.87
3.03	33.36	-14.71
-50.38	21.15	-16.41
-53.61	32.94	-15.14
18.16	31.91	6.43

// Kelley W M, 1998: Word Encoding vs. Fixation
// Kelley W M, 1998: Object Encoding vs. Fixation
// Kelley W M, 1998: Face Encoding vs. Fixation
// Subjects=5
-48.9	13.3	33.3
-16.97	-36.12	-3.07
-44.73	-64.64	-11.52
-36.25	-58.67	-17.69
38.53	-53.02	-20.14
-42.53	-80.49	-10.21
-33.99	-90.38	-15.06
-33.87	-89.09	1.56
26.02	-97.02	3.77
37.75	-88.49	2.92
-16.78	-97.88	-3.47
-51.35	32.03	0.53
-27.06	-65.23	61.93
-3.84	11.05	55.27
-48.88	11.35	35.69
40.82	6.8	23.89
-17.02	-36.64	-9.72
21.45	-34.2	-9.25
-42.65	-59.77	-17.52
44.96	-52.81	-18
-21.14	-92.25	-12.82
-41.46	-80.48	-10.22
46.14	-77.92	-12.56
-38.07	-84.03	12.34
-30.56	-90.25	13.89
28.22	-93.15	12.34
38.81	-86.37	2.73
30.41	-82.68	23.71
-.75	-80.26	2.67
-18.86	-97.29	4.31
18.58	-99.98	7.45
-50.27	28.87	0.78
-19.66	-63.75	52.8
30.57	-61.25	53.13
-2.8	8.51	49.9
-2.86	19.97	46.7
40.82	6.8	23.89
-16.97	-34.01	-3.25
