// Reference=MNI
// Kumari V, 2010: Self Undistorted, All Subjects, Increases
// Kumari V, 2010: Self Distorted, All Subjects, Increases
// Kumari V, 2010: Other Undistorted, All Subjects, Increases
// Kumari V, 2010: Other Distorted, All Subjects, Increases
// Kumari V, 2010: Self Undistorted, All Subjects, Decreases
// Kumari V, 2010: Self Distorted, All Subjects, Decreases
// Kumari V, 2010: Other Undistorted, All Subjects, Decreases
// Kumari V, 2010: Other Distorted, All Subjects, Decreases
// Kumari V, 2010: Self > Other, All Subjects
// Kumari V, 2010: Other > Self, All Subjects
// Kumari V, 2010: Undistorted > Distorted, All Subjects
// Kumari V, 2010: Good Performers > Poor Performers, Self Undistorted
// Kumari V, 2010: Good Performers > Poor Performers, Self Distorted
// Kumari V, 2010: Good Performers > Poor Performers, Other Undistorted
// Kumari V, 2010: Good Performers > Poor Performers, Other Distorted
// Kumari V, 2010: Poor Performers > Good Performers, Self Undistorted
// Kumari V, 2010: Poor Performers > Good Performers, Other Undistorted
// Kumari V, 2010: Poor Performers > Good Performers, Other Distorted
// Kumari V, 2010: Self > Other, Good and Poor Performers
// Kumari V, 2010: Healthy Controls > Schizophrenia, Self Undistorted
// Kumari V, 2010: Schizophrenia > Healthy Controls, Self Undistorted
// Kumari V, 2010: Schizophrenia > Healthy Controls, Other Distorted
// Kumari V, 2010: Other > Self, Healthy Controls and Schizophrenia
// Kumari V, 2010: Undistorted > Distorted, Healthy Controls and Schizophrenia
// Subjects=20
56	-24	4
-50	-36	16
56	-34	16
18	-66	6
-14	-76	12
-18	-78	22
58	-26	4
58	-36	14
60	-22	20
-54	-36	14
-58	-24	4
10	-16	4
-20	-80	34
-14	-76	12
30	-78	26
16	-78	26
44	-70	2
56	-26	0
62	-36	8
46	-30	14
-54	-38	14
-34	22	8
-58	2	-2
-2	-30	-8
12	-16	8
-6	-20	4
-52	-32	10
10	-18	4
-56	-12	12
62	-16	4
64	-36	14
60	-4	12
-22	-36	16
22	-40	12
32	-46	2
6	32	-4
6	24	0
4	14	6
-32	-50	0
-26	-46	10
32	-44	6
-2	18	4
-16	28	2
10	26	2
-30	-48	4
-46	-66	28
32	-44	16
-2	34	2
20	32	-4
10	38	-2
22	-52	18
16	-50	26
34	-50	16
-8	26	10
-12	46	-8
-22	42	0
44	-42	22
-34	-48	20
16	-52	24
-2	10	8
0	0	-8
38	-22	22
32	30	0
20	-4	-2
54	-24	0
34	6	-2
-52	-36	10
-14	-82	14
-10	-96	22
-24	-90	28
16	-70	10
24	-60	4
16	-78	14
56	-26	2
46	-30	12
56	-6	18
-44	-38	14
-54	-26	18
-54	-34	16
-52	-40	14
-52	-36	26
56	-28	0
62	-34	6
52	-36	16
-58	-6	10
-38	14	-2
-58	-24	6
60	-26	0
62	-12	0
54	-22	6
2	32	4
-22	-28	-14
-14	40	6
-24	42	6
-4	28	6
30	-52	16
36	-52	8
28	-52	24
-12	-52	22
-44	-66	28
20	32	6
-6	26	6
-18	32	4
28	34	4
-28	-30	-8
-38	-34	-8
8	-30	14
-4	-30	14
-14	-36	12
-48	-36	18
-56	-28	0
50	-32	20
58	-28	8
64	-38	8
-54	-32	10
-56	-42	16
-50	-40	-2
-16	-38	0
4	-6	4
-6	10	6
40	-24	18
36	-22	-10
42	30	12

// Righi G, 2010: Competitor > No Competitor
// Righi G, 2010: No Competitor > Competitor
// Righi G, 2010: First Run > Second Run
// Righi G, 2010: Second Run > First Run
// Subjects=18
63.7	53.75	30.28
54.14	-1.77	14.98
2.98	9.23	38.06
51.04	-43.55	11.82
-51.57	51.17	48.55
34.71	-13.72	-13.91
5.74	100.22	17.01
21.48	103.83	-20.27
-10.52	87.78	-18.56
2.29	77.83	-24.56
-35.46	55.47	61.39
-55.27	65.82	-9.51
34.99	64.9	53.1
28.07	95.9	0.39
63.78	31.55	32.14
2.63	55.02	10.8
41.31	73.94	45.57

// Sergerie K, 2010: Happy Faces, Conjunction Analysis, Patients + Controls
// Sergerie K, 2010: Sad Faces, Conjunction Analysis, Patients + Controls
// Sergerie K, 2010: Happy Faces, Controls > Patients
// Sergerie K, 2010: Correlation, Happy Faces, Controls
// Sergerie K, 2010: Correlation, Happy Faces, Patients
// Sergerie K, 2010: Happy Faces, Patients > Controls
// Sergerie K, 2010: Correlation, Happy Faces, Controls
// Sergerie K, 2010: Correlation, Happy Faces, Patients
// Sergerie K, 2010: Sad Faces, Patients > Controls
// Sergerie K, 2010: Correlation, Sad Faces, Controls
// Sergerie K, 2010: Correlation, Sad Faces, Patients
// Subjects=20
-12	-26	24
24	-30	20
-34	-26	-18
28	-58	20
46	-66	20
22	-36	-6
-32	-36	-12
24	-6	-26
-26	62	16
-4	26	60
-36	0	46
-20	36	-8
-44	28	-8
-32	22	-16
-32	4	32
-28	-22	24
-30	-60	54
-54	-4	-18
-64	-36	-2
-54	-70	8
-48	-54	-16
-40	-60	-18
-30	-16	-34
-54	-70	-8
-38	-84	-10
-28	-14	-24
-28	0	-26
36	36	-12
54	32	20
46	28	-10
